edge_id,start_lat,start_lon,end_lat,end_lon
71094638,10.314301632640923,47.716310956957365,10.314474783083755,47.71558829016182
71094641#0,10.314857193303993,47.71922682459604,10.314964138244413,47.7193701944759
71094641#1,10.314967563687517,47.719376498703674,10.315000896878121,47.71947180882879
71094643#0,10.314474763693452,47.71641172915587,10.314239019248616,47.71748989820164
71094643#1,10.314239009162222,47.71749214778054,10.314855465944266,47.71922441497092
71156546,10.31203415725416,47.716661685517465,10.31096953016216,47.71432415463527
71894311,10.31128941021685,47.71239666714324,10.31138305735676,47.71188352860139
72273313,10.31135377580116,47.70843966109963,10.300509727361009,47.71021050761609
72273315#0,10.298742670708195,47.71754267395919,10.298685892909509,47.71508379930291
72273315#1,10.298685892909509,47.71508379930291,10.298663227144932,47.71494161985067
72273315#2,10.298662838035982,47.71493937479178,10.29844998632602,47.714309054767355
72273315#3,10.298448790800618,47.71430654889788,10.298354088861661,47.714106338593766
72273315#4,10.298352971163414,47.71410428173521,10.297736723125555,47.713239001495374
72865845,10.310618947396417,47.723751428079204,10.311030586731441,47.7236660147879
73043218,10.30979976378026,47.73560481072885,10.309061121494146,47.73550958484013
73043224,10.309741786652559,47.735101324359114,10.309796212236733,47.735362179925716
73043227,10.30904957657416,47.735362962023316,10.309064039437011,47.73526418086339
73043229,10.309321500871905,47.73510621082814,10.309613753022713,47.735053837528184
74168233#1,10.300687192679797,47.718088546483564,10.306375833159384,47.722015363873496
74168234,10.28921237176081,47.714396125721976,10.292623518689544,47.715862997262796
74168237#1,10.314112779909337,47.71749098418682,10.314271983149451,47.71643884117867
74168241#0,10.298564466471749,47.71412208847903,10.298816787661382,47.71477940498039
74168241#1,10.298816787661382,47.71477940498039,10.298844362415931,47.714923283417974
74168241#2,10.298844607064614,47.71492508021895,10.298943131176,47.71697655456761
74173618#1,10.322194704553388,47.72811790300764,10.323305574073716,47.72539017785099
74173647,10.326463621166631,47.73109199638162,10.325332426907185,47.73241249821563
74339840,10.323035647020642,47.74325722500291,10.323932751358667,47.735339905002455
74339841#1,10.326882240720295,47.73074987233427,10.327313091396269,47.730639974422594
74339844#1,10.32407124291358,47.73419751699746,10.323909652988839,47.73417891144165
74344912,10.320315360504143,47.71648233612529,10.320095456839466,47.716438482437574
74347813,10.320128613887574,47.71613334352586,10.320215906672132,47.71601572690321
74352645#0,10.320331285846772,47.71585144804576,10.320348467116819,47.71573463809265
74385732#0,10.309100272198258,47.73540066940986,10.309172698325723,47.7353688006042
74385732#1,10.309174413715146,47.73536806120677,10.309198686822773,47.7353573467873
74385752#1,10.309804812925867,47.7355987245512,10.30941635767761,47.73537848234788
74393474,10.3148298709038,47.71235453012826,10.314406606843917,47.71154192401313
74393477#1,10.315263353517416,47.71400701264762,10.315260743142428,47.71404897259387
74482884#0,10.31323815278321,47.71022658930267,10.31321467324833,47.71020472329559
74482885#0,10.313170433048281,47.71026920445274,10.31311137321436,47.71024792559845
74482885#1,10.313105070799816,47.71024646809026,10.312953991596821,47.71023452027624
74482888#0,10.312885656296046,47.71014649331805,10.312945549097453,47.71012133377843
74482889#1,10.314347808416624,47.7111732803125,10.315263364694133,47.71400480804403
74963745,10.316665835957881,47.72001188674158,10.31945371912859,47.71702919504644
75048114,10.303541478599355,47.72472580665784,10.30467530731284,47.72637590049978
75048125,10.305371514800191,47.73152895945813,10.30554569660769,47.731875823620086
75053592,10.30455883370815,47.72980980863663,10.30440919268574,47.72771087568373
75053594,10.302598538465695,47.72390448497567,10.30069070646733,47.7201472589195
75062819,10.297544649110673,47.71753107921863,10.296451838077273,47.717213571116766
